I (295078) gaga.wake: [A],294255,1.078,0.078,0.020,0.026,1.077,0.406,1.344,-0.250
I (295089) gaga.wake: [A],294266,1.080,0.080,0.022,0.027,1.080,0.406,1.625,-0.125
I (295100) gaga.wake: [A],294277,1.077,0.077,0.020,0.029,1.076,0.688,1.719,-0.312
I (295111) gaga.wake: [A],294288,1.080,0.080,0.021,0.028,1.079,0.656,1.469,-0.156
I (295122) gaga.wake: [A],294299,1.080,0.080,0.023,0.029,1.080,0.312,1.250,-0.469
I (295133) gaga.wake: [A],294310,1.081,0.081,0.020,0.028,1.080,0.094,1.438,0.031
I (295144) gaga.wake: [A],294321,1.080,0.080,0.021,0.028,1.080,0.250,1.281,-0.375
I (295155) gaga.wake: [A],294332,1.081,0.081,0.021,0.025,1.081,0.594,1.312,-0.375
I (295166) gaga.wake: [A],294343,1.079,0.079,0.020,0.023,1.078,0.031,1.812,-0.250
I (295177) gaga.wake: [A],294354,1.081,0.081,0.022,0.030,1.080,0.875,1.125,-0.875
I (295188) gaga.wake: [A],294365,1.081,0.081,0.021,0.027,1.080,0.250,1.188,-0.250
I (295199) gaga.wake: [A],294376,1.078,0.078,0.022,0.027,1.078,0.438,1.375,-0.781
I (295210) gaga.wake: [A],294387,1.080,0.080,0.021,0.029,1.079,0.375,1.125,-0.250
I (295221) gaga.wake: [A],294398,1.079,0.079,0.021,0.030,1.078,0.719,1.531,-0.250
I (295232) gaga.wake: [A],294409,1.078,0.078,0.018,0.028,1.077,0.875,1.562,-0.094
I (295243) gaga.wake: [A],294420,1.078,0.078,0.020,0.027,1.077,0.250,1.562,0.000
I (295254) gaga.wake: [A],294431,1.080,0.080,0.020,0.028,1.080,0.812,2.125,0.219
I (295265) gaga.wake: [A],294442,1.081,0.081,0.021,0.027,1.081,0.312,1.562,-0.156
I (295276) gaga.wake: [A],294453,1.078,0.078,0.020,0.027,1.078,0.344,1.281,-0.188
I (295287) gaga.wake: [A],294464,1.077,0.077,0.020,0.026,1.077,0.469,1.094,-0.500
I (295298) gaga.wake: [A],294475,1.078,0.078,0.023,0.027,1.077,0.531,1.062,-0.406
I (295309) gaga.wake: [A],294486,1.077,0.077,0.021,0.026,1.077,0.469,1.281,-0.250
I (295320) gaga.wake: [A],294497,1.076,0.076,0.020,0.029,1.076,0.625,1.281,0.219
I (295331) gaga.wake: [A],294508,1.079,0.079,0.020,0.030,1.078,0.562,1.438,-0.219
I (295342) gaga.wake: [A],294519,1.079,0.079,0.019,0.027,1.079,0.750,1.438,0.125
I (295353) gaga.wake: [A],294530,1.080,0.080,0.021,0.028,1.079,0.281,1.688,0.125
I (295364) gaga.wake: [A],294541,1.079,0.079,0.018,0.027,1.079,0.375,1.438,-0.281
I (295375) gaga.wake: [A],294552,1.077,0.077,0.019,0.027,1.076,0.438,1.188,-0.656
I (295386) gaga.wake: [A],294563,1.078,0.078,0.019,0.027,1.078,0.406,1.312,-0.562
I (295397) gaga.wake: [A],294574,1.082,0.082,0.022,0.027,1.081,0.688,1.156,-0.344
I (295408) gaga.wake: [A],294585,1.079,0.079,0.021,0.030,1.079,0.125,1.438,0.094
I (295419) gaga.wake: [A],294596,1.078,0.078,0.020,0.027,1.078,0.594,1.781,-0.031
