I (336662) gaga.wake: [A],335839,1.088,0.088,-0.000,0.113,1.082,-0.031,1.594,-0.062
I (336673) gaga.wake: [A],335850,1.083,0.083,0.001,0.115,1.077,0.062,1.469,-0.344
I (336684) gaga.wake: [A],335861,1.074,0.074,0.000,0.114,1.068,0.688,1.656,-0.375
I (336695) gaga.wake: [A],335872,1.084,0.084,0.003,0.116,1.078,0.281,1.281,0.062
I (336706) gaga.wake: [A],335883,1.081,0.081,0.001,0.115,1.075,0.625,1.625,-0.688
I (336717) gaga.wake: [A],335894,1.075,0.075,0.002,0.115,1.069,1.000,0.969,-0.188
I (336728) gaga.wake: [A],335905,1.081,0.081,-0.001,0.111,1.076,1.031,1.375,-0.156
I (336739) gaga.wake: [A],335916,1.084,0.084,0.001,0.111,1.078,0.562,1.125,-0.531
I (336750) gaga.wake: [A],335927,1.081,0.081,-0.002,0.114,1.075,0.188,1.188,-0.531
I (336761) gaga.wake: [A],335938,1.081,0.081,-0.000,0.114,1.075,0.625,1.406,-0.156
I (336772) gaga.wake: [A],335949,1.079,0.079,-0.001,0.112,1.073,0.250,1.344,-0.438
I (336783) gaga.wake: [A],335960,1.080,0.080,0.000,0.112,1.074,0.125,1.188,-0.188
I (336794) gaga.wake: [A],335971,1.079,0.079,0.000,0.115,1.073,0.594,0.844,-0.344
I (336805) gaga.wake: [A],335982,1.079,0.079,0.000,0.112,1.073,0.250,1.219,-0.125
I (336816) gaga.wake: [A],335993,1.082,0.082,-0.000,0.111,1.076,0.406,1.250,-0.406
I (336827) gaga.wake: [A],336004,1.081,0.081,-0.000,0.113,1.075,0.344,1.656,-0.625
I (336838) gaga.wake: [A],336015,1.079,0.079,0.001,0.114,1.073,0.312,1.562,-0.031
I (336849) gaga.wake: [A],336026,1.082,0.082,-0.001,0.112,1.076,0.656,1.750,-0.281
I (336860) gaga.wake: [A],336037,1.080,0.080,0.000,0.114,1.074,0.375,1.625,0.062
I (336871) gaga.wake: [A],336048,1.080,0.080,0.000,0.113,1.074,0.562,1.438,-0.031
I (336882) gaga.wake: [A],336059,1.079,0.079,0.002,0.113,1.073,0.594,1.250,-0.531
I (336893) gaga.wake: [A],336070,1.080,0.080,-0.001,0.113,1.074,0.688,1.438,-0.219
I (336904) gaga.wake: [A],336081,1.081,0.081,0.000,0.113,1.075,0.375,1.844,-0.344
I (336915) gaga.wake: [A],336092,1.080,0.080,-0.001,0.113,1.074,0.656,1.000,-0.375
I (336926) gaga.wake: [A],336103,1.080,0.080,-0.002,0.113,1.074,0.562,1.594,0.062
I (336937) gaga.wake: [A],336114,1.079,0.079,-0.000,0.113,1.073,0.594,1.625,-0.250
I (336948) gaga.wake: [A],336125,1.083,0.083,-0.001,0.113,1.078,0.688,1.312,0.406
I (336959) gaga.wake: [A],336136,1.079,0.079,0.001,0.115,1.073,0.781,1.188,-0.250
I (336970) gaga.wake: [A],336147,1.073,0.073,0.000,0.113,1.067,0.406,1.344,-0.531
I (336981) gaga.wake: [A],336158,1.081,0.081,-0.003,0.114,1.075,0.625,1.500,-0.375
I (336992) gaga.wake: [A],336169,1.086,0.086,0.000,0.112,1.080,0.156,1.062,0.031
I (337003) gaga.wake: [A],336180,1.082,0.082,0.000,0.112,1.076,0.250,1.156,-0.469
I (337014) gaga.wake: [A],336191,1.075,0.075,-0.000,0.114,1.069,0.562,1.750,-0.469
I (337025) gaga.wake: [A],336202,1.080,0.080,0.000,0.113,1.074,0.312,1.031,-0.281
I (337036) gaga.wake: [A],336213,1.082,0.082,-0.001,0.113,1.076,0.688,1.344,-0.125
I (337047) gaga.wake: [A],336224,1.079,0.079,0.001,0.112,1.073,0.438,1.094,0.531
I (337058) gaga.wake: [A],336235,1.077,0.077,-0.000,0.112,1.072,0.219,1.594,-0.469
I (337069) gaga.wake: [A],336246,1.080,0.080,-0.001,0.115,1.074,0.875,1.938,-0.438
I (337080) gaga.wake: [A],336257,1.080,0.080,-0.001,0.113,1.074,0.719,1.219,-0.250
I (337091) gaga.wake: [A],336268,1.080,0.080,0.000,0.116,1.074,0.469,0.938,0.125
I (337102) gaga.wake: [A],336279,1.082,0.082,0.001,0.113,1.076,0.406,1.219,-0.062
I (337113) gaga.wake: [A],336290,1.078,0.078,0.001,0.113,1.073,0.531,1.281,-0.438
I (337124) gaga.wake: [A],336301,1.081,0.081,-0.000,0.113,1.075,0.719,1.469,-0.469
I (337135) gaga.wake: [A],336312,1.080,0.080,0.000,0.113,1.074,0.312,1.438,-0.219
I (337146) gaga.wake: [A],336323,1.080,0.080,0.000,0.111,1.074,0.531,1.281,-0.500
I (337157) gaga.wake: [A],336334,1.080,0.080,-0.002,0.113,1.074,0.656,1.406,-0.219
I (337168) gaga.wake: [A],336345,1.083,0.083,0.001,0.112,1.077,0.312,1.594,0.031
I (337179) gaga.wake: [A],336356,1.078,0.078,0.000,0.114,1.072,0.281,1.312,0.312
I (337190) gaga.wake: [A],336367,1.081,0.081,0.001,0.113,1.075,0.500,1.281,-0.188
I (337201) gaga.wake: [A],336378,1.079,0.079,-0.001,0.114,1.073,0.438,1.344,-0.156
I (337212) gaga.wake: [A],336389,1.077,0.077,-0.001,0.113,1.071,0.656,0.781,-0.438
I (337223) gaga.wake: [A],336400,1.080,0.080,0.002,0.112,1.074,0.906,1.062,-0.406
I (337234) gaga.wake: [A],336411,1.080,0.080,0.001,0.115,1.073,0.531,0.531,0.031
I (337245) gaga.wake: [A],336422,1.080,0.080,0.000,0.114,1.074,0.094,1.188,-0.469
I (337256) gaga.wake: [A],336433,1.080,0.080,0.000,0.112,1.074,0.438,1.188,-0.531
I (337267) gaga.wake: [A],336444,1.080,0.080,-0.000,0.114,1.074,0.688,1.750,-0.156
I (337278) gaga.wake: [A],336455,1.077,0.077,-0.002,0.114,1.071,0.812,1.594,0.000
I (337289) gaga.wake: [A],336466,1.081,0.081,-0.001,0.112,1.075,0.719,1.688,-0.156
I (337300) gaga.wake: [A],336477,1.080,0.080,0.001,0.115,1.074,0.562,1.125,-0.031
I (337311) gaga.wake: [A],336488,1.082,0.082,-0.001,0.115,1.076,0.656,1.500,-0.375
I (337322) gaga.wake: [A],336499,1.082,0.082,-0.001,0.113,1.076,0.562,1.562,-0.031
I (337333) gaga.wake: [A],336510,1.078,0.078,0.002,0.114,1.072,0.156,1.406,0.062
I (337344) gaga.wake: [A],336521,1.071,0.071,0.001,0.112,1.065,0.844,1.625,-0.094
I (337355) gaga.wake: [A],336532,1.096,0.096,0.001,0.120,1.089,0.781,1.719,-0.062
I (337366) gaga.wake: [A],336543,1.075,0.075,0.002,0.116,1.069,0.719,0.688,-0.281
I (337377) gaga.wake: [A],336554,1.076,0.076,-0.001,0.120,1.070,-0.156,1.125,-0.719
I (337388) gaga.wake: [A],336565,1.069,0.069,0.006,0.114,1.063,1.250,0.625,0.094
I (337399) gaga.wake: [A],336576,1.099,0.099,0.004,0.120,1.092,0.656,1.250,-0.250
I (337410) gaga.wake: [A],336587,1.065,0.065,0.006,0.114,1.059,1.250,0.969,0.062
I (337421) gaga.wake: [A],336598,1.073,0.073,0.003,0.110,1.067,0.875,0.406,-0.406
I (337432) gaga.wake: [A],336609,1.076,0.076,-0.002,0.106,1.070,1.125,1.250,0.125
I (337443) gaga.wake: [A],336620,1.085,0.085,-0.005,0.105,1.080,0.719,1.375,0.000
I (337454) gaga.wake: [A],336631,1.082,0.082,-0.005,0.113,1.076,0.188,2.000,-0.250
I (337465) gaga.wake: [A],336642,1.079,0.079,-0.001,0.117,1.073,0.312,1.875,0.031
I (337476) gaga.wake: [A],336653,1.081,0.081,-0.000,0.115,1.075,0.188,1.562,-1.125
I (337487) gaga.wake: [A],336664,1.078,0.078,0.003,0.119,1.071,0.531,1.406,-0.188
I (337498) gaga.wake: [A],336675,1.084,0.084,0.000,0.116,1.078,0.250,0.969,-0.031
I (337509) gaga.wake: [A],336686,1.077,0.077,0.000,0.113,1.072,0.906,1.562,-0.250
I (337520) gaga.wake: [A],336697,1.082,0.082,-0.003,0.110,1.076,0.719,1.531,-0.094
I (337531) gaga.wake: [A],336708,1.080,0.080,-0.001,0.112,1.074,0.250,1.375,-0.250
I (337542) gaga.wake: [A],336719,1.080,0.080,-0.001,0.111,1.074,0.562,1.438,0.125
I (337553) gaga.wake: [A],336730,1.081,0.081,0.000,0.113,1.076,0.219,1.375,-0.812
I (337564) gaga.wake: [A],336741,1.084,0.084,-0.001,0.115,1.078,0.875,1.000,-0.312
I (337575) gaga.wake: [A],336752,1.081,0.081,-0.001,0.114,1.075,0.219,1.281,-0.219
I (337586) gaga.wake: [A],336763,1.078,0.078,-0.001,0.114,1.072,0.250,1.344,-0.406
I (337597) gaga.wake: [A],336774,1.079,0.079,0.000,0.115,1.073,0.625,1.156,-0.250
I (337608) gaga.wake: [A],336785,1.082,0.082,-0.000,0.113,1.076,0.594,1.281,0.031
I (337619) gaga.wake: [A],336796,1.079,0.079,0.001,0.111,1.073,0.594,1.344,-0.344
I (337630) gaga.wake: [A],336807,1.077,0.077,0.001,0.112,1.071,0.812,1.344,-0.500
I (337641) gaga.wake: [A],336818,1.081,0.081,0.001,0.112,1.075,0.438,1.031,-0.219
I (337652) gaga.wake: [A],336829,1.080,0.080,-0.003,0.113,1.074,0.312,1.469,-0.688
I (337663) gaga.wake: [A],336840,1.080,0.080,-0.000,0.114,1.073,0.344,1.750,-0.250
I (337674) gaga.wake: [A],336851,1.080,0.080,-0.000,0.114,1.074,0.281,1.375,0.031
I (337685) gaga.wake: [A],336862,1.081,0.081,-0.001,0.114,1.075,0.281,1.625,-0.031
I (337696) gaga.wake: [A],336873,1.081,0.081,-0.000,0.116,1.074,0.562,1.250,0.375
I (337707) gaga.wake: [A],336884,1.078,0.078,-0.000,0.115,1.072,0.375,1.094,0.000
I (337718) gaga.wake: [A],336895,1.082,0.082,-0.000,0.114,1.076,0.656,1.312,-0.188
I (337729) gaga.wake: [A],336906,1.081,0.081,0.000,0.112,1.076,0.812,1.500,0.156
I (337740) gaga.wake: [A],336917,1.080,0.080,-0.001,0.113,1.075,0.250,1.219,-0.781
I (337751) gaga.wake: [A],336928,1.082,0.082,-0.000,0.112,1.076,0.375,1.406,0.000
I (337762) gaga.wake: [A],336939,1.079,0.079,-0.001,0.113,1.073,0.375,1.000,-0.094
I (337773) gaga.wake: [A],336950,1.078,0.078,-0.001,0.113,1.072,0.562,1.438,-0.188
I (337784) gaga.wake: [A],336961,1.080,0.080,-0.001,0.115,1.074,0.594,1.094,-0.062
I (337795) gaga.wake: [A],336972,1.079,0.079,-0.000,0.113,1.073,0.344,0.938,-0.219
I (337806) gaga.wake: [A],336983,1.080,0.080,0.000,0.112,1.074,-0.031,1.625,-0.750
I (337817) gaga.wake: [A],336994,1.081,0.081,0.001,0.112,1.075,0.188,1.375,0.750
I (337828) gaga.wake: [A],337005,1.082,0.082,-0.000,0.115,1.076,0.500,1.531,-0.219
I (337839) gaga.wake: [A],337016,1.080,0.080,0.001,0.114,1.074,0.531,1.094,0.156
I (337850) gaga.wake: [A],337027,1.079,0.079,-0.001,0.113,1.073,0.344,1.312,-0.312
I (337861) gaga.wake: [A],337038,1.079,0.079,0.001,0.114,1.073,0.281,1.594,-0.594
I (337872) gaga.wake: [A],337049,1.079,0.079,0.001,0.115,1.073,0.656,1.406,-0.906
I (337883) gaga.wake: [A],337060,1.079,0.079,-0.000,0.117,1.073,0.750,1.781,-0.125
I (337894) gaga.wake: [A],337071,1.085,0.085,-0.000,0.113,1.079,0.719,1.875,-0.188
I (337905) gaga.wake: [A],337082,1.079,0.079,0.000,0.112,1.073,1.531,1.438,-0.125
I (337916) gaga.wake: [A],337093,1.080,0.080,-0.002,0.113,1.074,-0.062,1.281,-0.188
I (337927) gaga.wake: [A],337104,1.078,0.078,0.000,0.109,1.072,0.469,1.250,-0.031
I (337938) gaga.wake: [A],337115,1.084,0.084,-0.002,0.112,1.079,0.969,1.281,-0.344
I (337949) gaga.wake: [A],337126,1.076,0.076,-0.002,0.111,1.070,0.500,1.312,0.406
I (337960) gaga.wake: [A],337137,1.082,0.082,-0.003,0.113,1.076,0.250,1.250,-0.094
I (337971) gaga.wake: [A],337148,1.081,0.081,0.001,0.115,1.075,0.719,1.188,0.000
I (337982) gaga.wake: [A],337159,1.083,0.083,-0.002,0.114,1.077,0.594,1.188,-0.562
I (337993) gaga.wake: [A],337170,1.079,0.079,0.001,0.115,1.073,0.406,1.344,-0.250
I (338004) gaga.wake: [A],337181,1.082,0.082,0.001,0.112,1.076,0.312,1.188,-0.812
I (338015) gaga.wake: [A],337192,1.080,0.080,0.000,0.112,1.075,0.562,1.531,-0.094
I (338026) gaga.wake: [A],337203,1.079,0.079,0.002,0.115,1.073,0.688,1.375,-0.344
I (338037) gaga.wake: [A],337214,1.081,0.081,0.001,0.112,1.075,0.375,1.344,-0.281
I (338048) gaga.wake: [A],337225,1.080,0.080,0.002,0.113,1.074,0.312,0.812,-0.062
I (338059) gaga.wake: [A],337236,1.082,0.082,0.000,0.115,1.076,0.312,1.406,-0.406
I (338070) gaga.wake: [A],337247,1.080,0.080,-0.000,0.114,1.074,0.031,1.094,-0.562
I (338081) gaga.wake: [A],337258,1.082,0.082,-0.003,0.113,1.077,0.094,1.500,-0.750
I (338092) gaga.wake: [A],337269,1.080,0.080,0.001,0.112,1.074,0.375,1.281,0.406
I (338103) gaga.wake: [A],337280,1.081,0.081,-0.000,0.114,1.075,0.750,1.000,0.031
I (338114) gaga.wake: [A],337291,1.080,0.080,0.001,0.115,1.074,0.469,1.250,0.125
I (338125) gaga.wake: [A],337302,1.080,0.080,-0.001,0.112,1.075,0.281,2.000,-0.281
I (338136) gaga.wake: [A],337313,1.080,0.080,0.000,0.111,1.075,0.500,1.125,-0.562
I (338147) gaga.wake: [A],337324,1.081,0.081,0.001,0.115,1.074,0.656,1.125,0.000
I (338158) gaga.wake: [A],337335,1.080,0.080,-0.001,0.113,1.074,0.875,1.375,-0.344
I (338169) gaga.wake: [A],337346,1.079,0.079,-0.000,0.114,1.073,-0.312,1.500,-0.312
I (338180) gaga.wake: [A],337357,1.081,0.081,0.002,0.114,1.074,0.219,1.656,-0.031
I (338191) gaga.wake: [A],337368,1.079,0.079,-0.001,0.113,1.073,0.594,1.312,-0.844
I (338202) gaga.wake: [A],337379,1.081,0.081,0.001,0.115,1.075,0.656,1.344,0.344
I (338213) gaga.wake: [A],337390,1.080,0.080,0.001,0.113,1.074,0.469,1.312,-0.281
I (338224) gaga.wake: [A],337401,1.082,0.082,-0.001,0.114,1.076,0.969,1.219,0.406
I (338235) gaga.wake: [A],337412,1.080,0.080,0.001,0.112,1.074,0.469,1.000,-0.156
I (338246) gaga.wake: [A],337423,1.080,0.080,-0.002,0.116,1.074,0.750,1.250,-0.344
I (338257) gaga.wake: [A],337434,1.080,0.080,-0.001,0.114,1.074,0.562,1.281,0.031
I (338268) gaga.wake: [A],337445,1.081,0.081,-0.002,0.113,1.075,0.344,1.688,-0.156
I (338279) gaga.wake: [A],337456,1.084,0.084,-0.001,0.115,1.078,0.312,1.312,-0.094
I (338290) gaga.wake: [A],337467,1.077,0.077,0.000,0.112,1.071,0.250,1.562,0.219
I (338301) gaga.wake: [A],337478,1.074,0.074,0.000,0.113,1.068,0.344,1.219,-0.406
I (338312) gaga.wake: [A],337489,1.082,0.082,-0.000,0.115,1.076,0.594,1.250,-0.438
I (338323) gaga.wake: [A],337500,1.077,0.077,-0.000,0.113,1.071,0.250,1.969,0.000
I (338334) gaga.wake: [A],337511,1.080,0.080,0.001,0.112,1.074,0.844,1.719,-0.125
I (338345) gaga.wake: [A],337522,1.082,0.082,0.000,0.114,1.076,0.562,1.062,-0.688
I (338356) gaga.wake: [A],337533,1.081,0.081,-0.001,0.113,1.075,-0.156,1.406,-0.844
I (338367) gaga.wake: [A],337544,1.080,0.080,0.003,0.112,1.074,0.719,1.500,-0.406
I (338378) gaga.wake: [A],337555,1.078,0.078,0.000,0.114,1.072,0.625,1.500,-0.406
I (338389) gaga.wake: [A],337566,1.081,0.081,-0.000,0.115,1.075,0.312,1.312,-0.219
I (338400) gaga.wake: [A],337577,1.079,0.079,-0.001,0.115,1.073,-0.438,1.375,-0.656
I (338411) gaga.wake: [A],337588,1.079,0.079,0.000,0.114,1.073,0.594,1.062,-0.719
I (338422) gaga.wake: [A],337599,1.081,0.081,-0.001,0.113,1.075,0.281,1.031,0.531
I (338433) gaga.wake: [A],337610,1.078,0.078,-0.001,0.115,1.072,0.812,1.219,-0.406
I (338444) gaga.wake: [A],337621,1.081,0.081,0.001,0.114,1.075,0.625,1.438,-0.906
I (338455) gaga.wake: [A],337632,1.081,0.081,-0.001,0.113,1.075,0.125,1.469,-0.719
I (338466) gaga.wake: [A],337643,1.079,0.079,0.003,0.113,1.073,0.594,1.312,0.125
I (338477) gaga.wake: [A],337654,1.079,0.079,-0.000,0.112,1.073,0.562,1.688,-0.719
I (338488) gaga.wake: [A],337665,1.079,0.079,0.000,0.115,1.073,0.875,1.031,-0.656
I (338499) gaga.wake: [A],337676,1.080,0.080,-0.001,0.115,1.074,0.719,1.500,-0.125
I (338510) gaga.wake: [A],337687,1.079,0.079,-0.000,0.113,1.073,0.719,1.281,-0.562
I (338521) gaga.wake: [A],337698,1.082,0.082,0.001,0.112,1.076,0.562,1.438,-0.438
I (338532) gaga.wake: [A],337709,1.081,0.081,0.002,0.115,1.075,0.719,1.188,0.094
I (338543) gaga.wake: [A],337720,1.081,0.081,-0.001,0.111,1.076,0.625,1.188,0.000
I (338554) gaga.wake: [A],337731,1.084,0.084,0.001,0.113,1.078,0.312,1.844,-0.625
I (338565) gaga.wake: [A],337742,1.080,0.080,-0.001,0.113,1.074,0.688,1.812,-0.500
I (338576) gaga.wake: [A],337753,1.081,0.081,-0.001,0.113,1.075,0.625,0.938,-0.188
I (338587) gaga.wake: [A],337764,1.081,0.081,-0.000,0.114,1.075,0.312,0.906,-0.375
I (338598) gaga.wake: [A],337775,1.081,0.081,-0.001,0.114,1.075,0.219,1.406,-0.469
I (338609) gaga.wake: [A],337786,1.080,0.080,-0.002,0.113,1.074,0.500,1.625,-0.094
I (338620) gaga.wake: [A],337797,1.079,0.079,-0.000,0.114,1.073,0.781,0.969,-0.188
I (338631) gaga.wake: [A],337808,1.081,0.081,-0.000,0.114,1.075,0.500,1.094,0.031
I (338642) gaga.wake: [A],337819,1.081,0.081,-0.001,0.112,1.075,0.219,1.500,-1.094
I (338653) gaga.wake: [A],337830,1.076,0.076,0.001,0.113,1.071,0.531,1.469,-0.531
I (338664) gaga.wake: [A],337841,1.080,0.080,0.001,0.113,1.074,0.438,1.062,-0.531
I (338675) gaga.wake: [A],337852,1.081,0.081,-0.001,0.112,1.075,0.625,1.656,-0.156
I (338686) gaga.wake: [A],337863,1.080,0.080,-0.002,0.113,1.074,0.094,1.594,-0.812
I (338697) gaga.wake: [A],337874,1.081,0.081,-0.001,0.114,1.075,0.688,1.625,-0.250
I (338708) gaga.wake: [A],337885,1.080,0.080,-0.000,0.115,1.074,0.875,1.750,-0.906
I (338719) gaga.wake: [A],337896,1.080,0.080,-0.001,0.112,1.074,0.656,0.562,0.125
I (338730) gaga.wake: [A],337907,1.080,0.080,0.001,0.113,1.074,0.625,1.281,0.312
I (338741) gaga.wake: [A],337918,1.079,0.079,-0.000,0.113,1.073,0.406,1.719,0.281
I (338752) gaga.wake: [A],337929,1.079,0.079,0.000,0.112,1.073,0.375,1.625,0.469
I (338763) gaga.wake: [A],337940,1.082,0.082,-0.001,0.112,1.076,0.500,1.625,-0.375
I (338774) gaga.wake: [A],337951,1.081,0.081,-0.001,0.113,1.075,0.500,1.188,-0.375
I (338785) gaga.wake: [A],337962,1.081,0.081,0.001,0.111,1.075,0.406,1.062,0.250
I (338796) gaga.wake: [A],337973,1.080,0.080,0.000,0.115,1.074,0.250,1.844,0.156
I (338807) gaga.wake: [A],337984,1.079,0.079,0.000,0.113,1.073,0.406,1.219,-0.156
I (338818) gaga.wake: [A],337995,1.080,0.080,-0.000,0.114,1.074,0.594,1.531,-0.469
I (338829) gaga.wake: [A],338006,1.078,0.078,-0.001,0.112,1.073,0.250,1.250,-1.031
I (338840) gaga.wake: [A],338017,1.079,0.079,0.000,0.112,1.073,0.625,1.281,0.000
I (338851) gaga.wake: [A],338028,1.080,0.080,-0.001,0.114,1.074,-0.062,1.438,-0.094
I (338862) gaga.wake: [A],338039,1.079,0.079,-0.001,0.112,1.073,0.500,1.562,-0.125
I (338873) gaga.wake: [A],338050,1.081,0.081,0.001,0.113,1.075,0.344,1.219,-0.031
I (338884) gaga.wake: [A],338061,1.081,0.081,-0.000,0.114,1.075,0.406,0.969,0.281
I (338895) gaga.wake: [A],338072,1.082,0.082,-0.001,0.112,1.076,-0.062,1.438,-0.469
I (338906) gaga.wake: [A],338083,1.080,0.080,0.001,0.112,1.074,0.312,1.344,-0.375
I (338917) gaga.wake: [A],338094,1.081,0.081,-0.001,0.114,1.075,0.469,1.469,-0.188
I (338928) gaga.wake: [A],338105,1.078,0.078,-0.001,0.113,1.072,0.031,1.656,-0.469
I (338939) gaga.wake: [A],338116,1.078,0.078,0.001,0.114,1.072,0.656,1.750,-0.594
I (338950) gaga.wake: [A],338127,1.080,0.080,-0.001,0.113,1.074,0.469,1.219,-0.312
I (338961) gaga.wake: [A],338138,1.080,0.080,0.001,0.112,1.074,0.438,1.438,-0.219
I (338972) gaga.wake: [A],338149,1.080,0.080,-0.002,0.112,1.074,1.031,1.188,-0.531
I (338983) gaga.wake: [A],338160,1.080,0.080,0.000,0.114,1.074,0.625,1.938,-0.125
I (338994) gaga.wake: [A],338171,1.080,0.080,-0.001,0.114,1.074,0.531,1.844,-0.156
I (339005) gaga.wake: [A],338182,1.078,0.078,-0.002,0.113,1.072,0.594,1.531,-0.031
I (339016) gaga.wake: [A],338193,1.079,0.079,0.002,0.115,1.073,0.812,1.250,-0.062
I (339027) gaga.wake: [A],338204,1.081,0.081,0.000,0.115,1.075,-0.125,1.625,-0.188
I (339038) gaga.wake: [A],338215,1.079,0.079,-0.000,0.113,1.073,0.125,1.312,-0.562
I (339049) gaga.wake: [A],338226,1.078,0.078,-0.000,0.113,1.073,0.438,1.438,-0.344
I (339060) gaga.wake: [A],338237,1.080,0.080,-0.000,0.115,1.074,0.188,1.375,-0.250
I (339071) gaga.wake: [A],338248,1.082,0.082,0.000,0.115,1.075,0.156,1.344,-0.344
I (339082) gaga.wake: [A],338259,1.081,0.081,0.000,0.114,1.075,0.625,1.156,-0.406
I (339093) gaga.wake: [A],338270,1.081,0.081,-0.000,0.114,1.075,0.719,0.938,-0.031
I (339104) gaga.wake: [A],338281,1.081,0.081,-0.001,0.112,1.075,0.469,1.125,-0.062
I (339115) gaga.wake: [A],338292,1.079,0.079,-0.001,0.113,1.073,0.750,1.812,-0.125
I (339126) gaga.wake: [A],338303,1.080,0.080,0.001,0.114,1.074,0.750,1.438,-0.188
I (339137) gaga.wake: [A],338314,1.083,0.083,0.001,0.112,1.078,0.406,1.750,-0.188
I (339148) gaga.wake: [A],338325,1.081,0.081,-0.001,0.111,1.075,0.625,1.531,-0.406
I (339159) gaga.wake: [A],338336,1.083,0.083,-0.002,0.112,1.077,0.438,1.281,-0.406
I (339170) gaga.wake: [A],338347,1.081,0.081,0.001,0.112,1.075,0.656,0.812,-0.344
I (339181) gaga.wake: [A],338358,1.080,0.080,0.000,0.113,1.075,0.312,1.562,-1.250
I (339192) gaga.wake: [A],338369,1.079,0.079,0.000,0.114,1.073,0.656,1.844,0.031
I (339203) gaga.wake: [A],338380,1.082,0.082,-0.002,0.115,1.076,0.812,1.750,-0.594
I (339214) gaga.wake: [A],338391,1.080,0.080,0.001,0.114,1.074,0.906,1.594,-0.219
I (339225) gaga.wake: [A],338402,1.080,0.080,-0.000,0.113,1.074,0.500,1.594,0.031
I (339236) gaga.wake: [A],338413,1.081,0.081,-0.002,0.114,1.075,0.531,1.844,-0.062
I (339247) gaga.wake: [A],338424,1.082,0.082,-0.000,0.113,1.077,0.375,1.656,-0.469
I (339258) gaga.wake: [A],338435,1.081,0.081,-0.002,0.113,1.075,0.156,1.500,-0.375
I (339269) gaga.wake: [A],338446,1.080,0.080,-0.001,0.115,1.074,0.406,1.250,-0.094
I (339280) gaga.wake: [A],338457,1.082,0.082,-0.001,0.114,1.076,-0.125,1.156,0.125
I (339291) gaga.wake: [A],338468,1.078,0.078,0.000,0.114,1.072,0.656,1.156,-0.562
I (339302) gaga.wake: [A],338479,1.080,0.080,-0.001,0.115,1.074,0.438,1.375,-0.656
I (339313) gaga.wake: [A],338490,1.081,0.081,0.000,0.115,1.075,0.844,1.344,-0.594
I (339324) gaga.wake: [A],338501,1.080,0.080,0.001,0.114,1.074,0.625,1.062,-0.188
I (339335) gaga.wake: [A],338512,1.077,0.077,-0.001,0.113,1.072,0.812,1.281,-0.062
I (339346) gaga.wake: [A],338523,1.080,0.080,0.001,0.112,1.075,0.250,1.406,-0.281
I (339357) gaga.wake: [A],338534,1.080,0.080,-0.001,0.115,1.074,0.219,1.281,0.375
I (339368) gaga.wake: [A],338545,1.079,0.079,0.001,0.114,1.073,0.344,1.062,0.125
I (339379) gaga.wake: [A],338556,1.082,0.082,0.000,0.114,1.076,0.688,1.375,-0.438
I (339390) gaga.wake: [A],338567,1.082,0.082,-0.001,0.114,1.076,0.562,1.812,-0.062
I (339401) gaga.wake: [A],338578,1.082,0.082,-0.002,0.114,1.076,0.531,0.750,0.000
I (339412) gaga.wake: [A],338589,1.077,0.077,-0.001,0.113,1.072,0.500,0.688,-0.281
I (339423) gaga.wake: [A],338600,1.078,0.078,-0.000,0.114,1.072,0.812,1.094,-0.219
I (339434) gaga.wake: [A],338611,1.080,0.080,0.001,0.114,1.074,0.781,1.062,-0.156
I (339445) gaga.wake: [A],338622,1.081,0.081,-0.000,0.112,1.075,0.562,1.812,-0.219
I (339456) gaga.wake: [A],338633,1.081,0.081,0.000,0.114,1.075,0.250,1.562,0.156
I (339467) gaga.wake: [A],338644,1.078,0.078,0.000,0.112,1.072,0.125,1.375,-0.188
I (339478) gaga.wake: [A],338655,1.080,0.080,-0.001,0.114,1.074,0.750,1.438,0.094
I (339489) gaga.wake: [A],338666,1.081,0.081,-0.000,0.114,1.075,0.750,1.125,0.156
I (339500) gaga.wake: [A],338677,1.080,0.080,-0.002,0.115,1.074,0.719,1.094,-0.281
I (339511) gaga.wake: [A],338688,1.081,0.081,-0.001,0.114,1.075,0.531,1.125,0.281
I (339522) gaga.wake: [A],338699,1.080,0.080,0.000,0.113,1.074,1.125,1.250,-0.125
I (339533) gaga.wake: [A],338710,1.081,0.081,0.001,0.113,1.075,0.469,1.375,-0.281
I (339544) gaga.wake: [A],338721,1.078,0.078,0.000,0.115,1.072,0.000,1.469,-0.125
I (339555) gaga.wake: [A],338732,1.082,0.082,-0.001,0.114,1.076,0.406,1.219,-0.594
I (339566) gaga.wake: [A],338743,1.083,0.083,-0.001,0.113,1.077,1.062,1.094,-0.656
I (339577) gaga.wake: [A],338754,1.081,0.081,-0.001,0.114,1.075,0.219,0.875,-0.312
I (339588) gaga.wake: [A],338765,1.078,0.078,-0.001,0.112,1.072,0.719,1.344,-0.156
I (339599) gaga.wake: [A],338776,1.080,0.080,0.001,0.113,1.075,0.531,1.281,0.312
I (339610) gaga.wake: [A],338787,1.081,0.081,0.002,0.113,1.075,-0.031,1.125,-0.406
I (339621) gaga.wake: [A],338798,1.082,0.082,0.000,0.113,1.076,0.281,1.562,-0.625
I (339632) gaga.wake: [A],338809,1.081,0.081,-0.000,0.112,1.075,0.438,1.156,-0.281
I (339643) gaga.wake: [A],338820,1.082,0.082,-0.001,0.113,1.076,0.531,1.312,-0.594
